raw text,token text,category
 Contohnya tidak berminat untuk bersukan lagi atau berjumpa dengan sanak-saudara,"['contoh', 'tidak', 'minat', 'untuk', 'bersu', 'lagi', 'atau', 'jumpa', 'deng', 'sanak', 'saudara']",symptom
3,['tiga'],non-deppressive
 Berat badan merosot (~5%) daripada asal dalam waktu yang singkat atau kurang selera makan,"['berat', 'badan', 'merosot', 'daripada', 'asal', 'dalam', 'waktu', 'yang', 'singkat', 'atau', 'kurang', 'selera', 'ma']",symptom
4,['empat'],non-deppressive
" Corak tidur berubah, sama ada kurang tidur (insomnia) atau terlebih tidur (hypersomnia)","['corak', 'tidur', 'rubah', 'sama', 'ada', 'kurang', 'tidur', 'insomnia', 'atau', 'lebih', 'tidur', 'hypersomnia']",symptom
5,['lima'],non-deppressive
" Perubahan dalam melakukan aktiviti seharian, sama ada terlebih aktif atau kurang aktif","['ubah', 'dalam', 'laku', 'aktiviti', 'hari', 'sama', 'ada', 'lebih', 'aktif', 'atau', 'kurang', 'aktif']",symptom
6,['enam'],non-deppressive
 Selalu letih dan kurang tenaga dalam melakukan aktiviti harian,"['selalu', 'letih', 'dan', 'kurang', 'tenaga', 'dalam', 'laku', 'aktiviti', 'hari']",symptom
7,['tujuh'],non-deppressive
 Perasaan bersalah yang tidak setimpal dengan sesuatu kesalahan perbuatan atau merasakan diri tidak berguna 8,"['asa', 'bersa', 'yang', 'tidak', 'timpal', 'deng', 'sesuat', 'sala', 'buat', 'atau', 'rasa', 'diri', 'tidak', 'guna', 'lap']",symptom
 Tidak mampu memberikan konsentrasi atau berfikir secara rasional,"['tidak', 'mampu', 'beri', 'konsentrasi', 'atau', 'pikir', 'cara', 'rasional']",symptom
 Pesakit juga merasakan susah untuk membuat keputusan dalam kehidupan hariannya,"['sakit', 'juga', 'rasa', 'susah', 'untuk', 'buat', 'putus', 'dalam', 'hidup', 'hari']",symptom
9,['sembil'],non-deppressive
" Berfikir tentang keinginan untuk mati atau bunuh diri dengan kerap, atau mempunyai pelan masa hadapan untuk membunuh diri","['pikir', 'tentang', 'ingin', 'untuk', 'mati', 'atau', 'bunuh', 'diri', 'deng', 'kerap', 'atau', 'punya', 'pel', 'masa', 'hadap', 'untuk', 'bunuh', 'diri']",symptom
"Tapi problem orang kita di Malaysia ni, asal depression je dah anggap gila","['tetapi', 'masa', 'orang', 'k', 'di', 'malaysia', 'ini', 'asal', 'murung', 'sahaja', 'dah', 'anggap', 'gila']",risk factor
" Tak pun orang akan cakap “Takde apa la, jangan nak depressed sangat","['tidak', 'pun', 'orang', 'akan', 'cakap', 'tidak', 'ada', 'apa', 'jang', 'nak', 'terte', 'sangat']",risk factor
” Jadi orang yang ada depression ni jadi malu nak mengaku yang dia ada sakit kemurungan ni,"['jadi', 'orang', 'yang', 'ada', 'murung', 'ini', 'jadi', 'malu', 'nak', 'menga', 'yang', 'dia', 'ada', 'sakit', 'murung', 'ini']",non-deppressive
" Yes, aku tau orang akan cakap banyakkan dekatkan diri dengan Tuhan, mengadu pada Dia dan banyakkan baca Al-quran","['ya', 'aku', 'tahu', 'orang', 'akan', 'cakap', 'banyak', 'dekat', 'diri', 'deng', 'tuh', 'adu', 'pada', 'dia', 'dan', 'banyak', 'baca', 'al', 'qur']",non-deppressive
" The point is, memang orang yang ada depression ni buat or mungkin ada yang tak, tapi macam aku cakap innerself dia kalau boleh nak rant as long as she/he can sebab dia susah nak control emosi dia","['yang', 'titik', 'ada', 'memang', 'orang', 'yang', 'ada', 'murung', 'ini', 'buat', 'atau', 'mungkin', 'ada', 'yang', 'tidak', 'tetapi', 'macam', 'aku', 'cakap', 'innerself', 'dia', 'kalau', 'boleh', 'nak', 'berani', 'selagi', 'bagai', 'she', 'dia', 'boleh', 'sebab', 'dia', 'susah', 'nak', 'control', 'emosi', 'dia']",non-deppressive
Macam mana aku tau? Sebab aku pernah mengalami masalah yang sama,"['macam', 'mana', 'aku', 'tahu', 'sebab', 'aku', 'pernah', 'alami', 'masa', 'yang', 'sama']",non-deppressive
" Sumpah waktu aku kena tu, aku macam tak ada point untuk hidup","['sumah', 'waktu', 'aku', 'kena', 'itu', 'aku', 'macam', 'tidak', 'ada', 'titik', 'untuk', 'hidup']",symptom
 Lifeless dan rasa tak ada tempat nak bergantung,"['tidak', 'maya', 'dan', 'rasa', 'tidak', 'ada', 'tempat', 'nak', 'gantung']",symptom
 Study aku? Memang terjun ke laut resultnya,"['bajar', 'aku', 'memang', 'terjun', 'ke', 'laut', 'results']",symptom
 Hubungan dengan lecturer pun tak berapa nak okayy sebab masalah depression aku ni agak teruk,"['hubung', 'deng', 'syarah', 'pun', 'tidak', 'berapa', 'nak', 'okay', 'sebab', 'masa', 'murung', 'aku', 'ini', 'agak', 'teruk']",symptom
 Banyak orang pandang serong sebab aku tetiba jadi pendiam kadang-kadang menangis sorang diri tak tahu punca,"['banyak', 'orang', 'pandang', 'serong', 'sebab', 'aku', 'tetiba', 'jadi', 'diam', 'kadang', 'kadang', 'menang', 'orang', 'diri', 'tidak', 'tahu', 'punca']",symptom
" Tapi akuk tak mengalah, aku cuba cari something yang boleh motivate aku","['tetapi', 'akuk', 'tidak', 'menga', 'aku', 'cuba', 'cari', 'sesuat', 'yang', 'boleh', 'motivasi', 'aku']",non-deppressive
 Aku tak pergi ke kaunselor sebab tak mampu nak bayar,"['aku', 'tidak', 'mengapargi', 'ke', 'kaunselor', 'sebab', 'tidak', 'mampu', 'nak', 'bayar']",non-deppressive
 Aku guna laman social,"['aku', 'guna', 'lam', 'sosial']",non-deppressive
" Aku cari group orang yang senasib dengan aku, yang ada masalah depression ni","['aku', 'cari', 'kumpul', 'orang', 'yang', 'nasib', 'deng', 'aku', 'yang', 'ada', 'masa', 'murung', 'ini']",non-deppressive
 Group depression untuk Malaysian people susah aku nak jumpa,"['kumpul', 'murung', 'untuk', 'malaysian', 'orang', 'susah', 'aku', 'nak', 'jumpa']",non-deppressive
 Boleh kira dengan jari je,"['boleh', 'kira', 'deng', 'jari', 'sahaja']",non-deppressive
Tapi mostly aku jumpa group yang mostly over the world punya participant,"['tetapi', 'banyak', 'aku', 'jumpa', 'kumpul', 'yang', 'banyak', 'lebih', 'yang', 'dunia', 'pu', 'serta']",non-deppressive
" Daripada apa yang aku perhati, dia orang ni sangat-sangat OPEN-MINDED","['daripada', 'apa', 'yang', 'aku', 'perhati', 'dia', 'orang', 'ini', 'sangat', 'sangat', 'buka', 'berfikir']",non-deppressive
" Each and every person yang confess dalam group tu, yang mengadu masalah atau tiba-tiba rasa anxious and post dalam group tu, people never condemn or saying anything bad to that person walaupun benda tu kita rasa benda bodoh –bodoh je masalah dia","['tiap', 'dan', 'tiap', 'person', 'yang', 'menga', 'dalam', 'kumpul', 'itu', 'yang', 'adu', 'masa', 'atau', 'tiba', 'tiba', 'rasa', 'anxious', 'dan', 'jawat', 'dalam', 'kumpul', 'itu', 'orang', 'never', 'kutuk', 'atau', 'saying', 'apa', 'sahaja', 'bad', 'kepada', 'itu', 'person', 'walaupun', 'benda', 'itu', 'k', 'rasa', 'benda', 'bodoh', 'angan', 'bodoh', 'sahaja', 'masa', 'dia']",non-deppressive
 But they don’t,"['tetapi', 'they', 'jang', 'nanti']",non-deppressive
" The ask with a caring word, regardless of your religious and races","['yang', 'tanya', 'deng', 'a', 'caring', 'kata', 'regardless', 'daripada', 'awak', 'agama', 'dan', 'aces']",non-deppressive
  Ada je yang confessed cakap nak bunuh diri sebab dah tak tahan dengan depression yang dia rasa,"['ada', 'sahaja', 'yang', 'confessed', 'cakap', 'nak', 'bunuh', 'diri', 'sebab', 'dah', 'tidak', 'tah', 'deng', 'murung', 'yang', 'dia', 'rasa']",symptom
" Tapi all the people in that group bagi kata-kata semangat balik untuk dia, make sure dia rasa dia sangat dihargai untuk jalani kehidupan dia","['tetapi', 'al', 'yang', 'orang', 'masuk', 'itu', 'kumpul', 'bagi', 'kata', 'kata', 'semangat', 'balik', 'untuk', 'dia', 'pakai', 'pasti', 'dia', 'rasa', 'dia', 'sangat', 'harga', 'untuk', 'jalan', 'hidup', 'dia']",non-deppressive
" Pada aku, kalaulah Malaysian people boleh jadi open-minded macam tu, mesti ukhwah sesama kita dapat dikuatkan","['pada', 'aku', 'kalau', 'malaysian', 'orang', 'boleh', 'jadi', 'buka', 'berfikir', 'macam', 'itu', 'mesti', 'ukhuwah', 'sama', 'k', 'dapat', 'kuat']",non-deppressive
 Dan masalah depression ni dapat dibendung walaupun tak sepenuhnya,"['dan', 'masa', 'murung', 'ini', 'dapat', 'bendung', 'walaupun', 'tidak', 'sepenuh']",non-deppressive
 Mungkin juga sebab perangai orang Melayu kita suka perlekehkan sesuatu perkara menyebabkan golongan macam ni lebih rela untuk simpan masalah dia sendiri sampai mereput,"['mungkin', 'juga', 'sebab', 'perangai', 'orang', 'layu', 'k', 'suka', 'perlekeh', 'sesuat', 'perkara', 'sebab', 'golong', 'macam', 'ini', 'lebih', 'rela', 'untuk', 'simp', 'masa', 'dia', 'sendiri', 'sampai', 'reput']",non-deppressive
Just my 2cent-Cik Depression-– Cik DepressionHantar confession anda di sini -> www,"['ha', 'saya', 'dua', 'cent', 'cik', 'murung', 'angan', 'cik', 'depressionhantar', 'pengi', 'anda', 'di', 'sini', 'w']",non-deppressive
iiumc,['iium'],non-deppressive
com/submit,"['com', 'muka']",non-deppressive
Assalamualaikum admin iium confession,"['assalamualaikum', 'admin', 'iium', 'pengi']",non-deppressive
 Terima kasih kerana sudi menyiarkan luahan ini,"['terima', 'kasih', 'rana', 'sudi', 'siar', 'luah', 'ini']",non-deppressive
Luahan ini adalah bertujuan untuk memujuk hati saya sendiri dan mendapat sokongan untuk keluar daripada kemurungan yang telah saya alami sejak 2tahun yg lalu,"['luah', 'ini', 'ada', 'tuju', 'untuk', 'memrujuk', 'hati', 'saya', 'sendiri', 'dan', 'dapat', 'sokong', 'untuk', 'keluar', 'daripada', 'murung', 'yang', 'te', 'saya', 'alami', 'sejak', 'dua', 'tahun', 'yang', 'lalu']",non-deppressive
Saya merupakan seorang wanita yg berumur 26 tahun yang telah berkahwin dan mempunyai seorang anak,"['saya', 'rupa', 'orang', 'wan', 'yang', 'rumur', 'dua', 'puluh', 'enam', 'tahun', 'yang', 'te', 'berkahwin', 'dan', 'punya', 'orang', 'anak']",non-deppressive
" Sebelum ini saya merupakan seorang pelajar cemerlang, aktif ,periang di rumah dan agak pendiam dalam kalangan kawan sekelas kerana sifat saya yang agak pemalu","['belum', 'ini', 'saya', 'rupa', 'orang', 'ajar', 'cemerlang', 'aktif', 'perang', 'di', 'rumah', 'dan', 'agak', 'diam', 'dalam', 'kalang', 'ka', 'kelas', 'rana', 'sifat', 'saya', 'yang', 'agak', 'malu']",non-deppressive
 Saya tidak pernah dibiasakan oleh keluarga untuk melihat pertengkaran walaupun kecil dan jarang sekali marah dalam kalangan rakan sebaya,"['saya', 'tidak', 'pernah', 'dibiasa', 'oleh', 'keluarga', 'untuk', 'lihat', 'tengkar', 'walaupun', 'kecil', 'dan', 'jarang', 'sekali', 'marah', 'dalam', 'kalang', 'rak', 'baya']",non-deppressive
 Boleh dikatakan mereka tidak pernah melihat saya dalam keadaan marah,"['boleh', 'kata', 'mereka', 'tidak', 'pernah', 'lihat', 'saya', 'dalam', 'ada', 'marah']",non-deppressive
 Saya juga merupakan seorang yg pemaaf,"['saya', 'juga', 'rupa', 'orang', 'yang', 'maaf']",non-deppressive
 Bagi saya setiap org akan melakukan kesilapan dalam hidupnya dan layak untuk diberi peluang berkali-kali sehingga akhir hayatnya,"['bagi', 'saya', 'tiap', 'orang', 'akan', 'laku', 'silap', 'dalam', 'hidup', 'dan', 'layak', 'untuk', 'beri', 'peluang', 'kal', 'kali', 'sehingga', 'akhir', 'hayat']",non-deppressive
Namun kini saya berubah menjadi seorang yg pemarah,"['namun', 'kini', 'saya', 'rubah', 'jadi', 'orang', 'yang', 'marah']",symptom
 Saya sedang bergelut dengan satu perasaan di mana saya harus memaafkan orang sekeliling dan diri saya sendiri,"['saya', 'sedang', 'gelut', 'deng', 'satu', 'asa', 'di', 'mana', 'saya', 'harus', 'memuefa', 'orang', 'keliling', 'dan', 'diri', 'saya', 'sendiri']",risk factor
 Dan kemarahan itu saya luahkan dengan tangisan,"['dan', 'marah', 'itu', 'saya', 'luah', 'deng', 'tang']",symptom
 Setiap hari zikir di lidah dan hati saya ungkapkan namun gangguan daripada syaitan kadangkala menguasai diri saya,"['tiap', 'hari', 'zikir', 'di', 'lidah', 'dan', 'hati', 'saya', 'ungkap', 'namun', 'ganggu', 'daripada', 'syait', 'kadangkala', 'menguasai', 'diri', 'saya']",non-deppressive
 Dalam satu keadaan saya akan hilang dari kesibukan dunia,"['dalam', 'satu', 'ada', 'saya', 'akan', 'hilang', 'dari', 'sibu', 'dunia']",non-deppressive
 Apa yg saya rasa hanyalah tekanan yg terlalu kuat semata mata sehingga menyebabkan saya terlalu letih dan tidak dapat menyelesaikan tugas sebagai seorang ibu dan isteri dengan sempurna,"['apa', 'yang', 'saya', 'rasa', 'ha', 'tekan', 'yang', 'terlalu', 'kuat', 'semata', 'mata', 'sehingga', 'sebab', 'saya', 'terlalu', 'letih', 'dan', 'tidak', 'dapat', 'selesai', 'tugas', 'bagai', 'orang', 'ibu', 'dan', 'isteri', 'deng', 'sempurna']",symptom
"Saya kerap melakukan kesalahan bodoh seprti lupa di mana meletakkan kunci, tidak dapat menyusun barang dengan baik, tidak peka dan tidak terurus","['saya', 'kerap', 'laku', 'sala', 'bodoh', 'seperti', 'lupa', 'di', 'mana', 'letak', 'kunci', 'tidak', 'dapat', 'susun', 'barang', 'deng', 'baik', 'tidak', 'peka', 'dan', 'tidak', 'urus']",symptom
 Bagi saya tiada apa lagi yg ibu bapa dapat banggakan dengan saya,"['bagi', 'saya', 'tiada', 'apa', 'lagi', 'yang', 'ibu', 'bapa', 'dapat', 'bangga', 'deng', 'saya']",symptom
 Saya rasa tidak layak untuk bergelar seorg isteri,"['saya', 'rasa', 'tidak', 'layak', 'untuk', 'gelar', 'orang', 'isteri']",symptom
 Yang saya tahu saya rasa seperti seorg pekerja yg diletakkan di sebuah tempat dimana saya perlu ikut rentak semua orang di dalamnya,"['yang', 'saya', 'tahu', 'saya', 'rasa', 'seperti', 'orang', 'pekerja', 'yang', 'letak', 'di', 'buah', 'tempat', 'mana', 'saya', 'perlu', 'ikut', 'rentak', 'semua', 'orang', 'di', 'dalam']",non-deppressive
Saya tahu apa yang saya fikirkan adalah salah,"['saya', 'tahu', 'apa', 'yang', 'saya', 'fikir', 'ada', 'sa']",non-deppressive
" Tetapi saya tetap menerima tekanan apabila mendengar pertengkaran, dimarah atas kesalahan kecil berkali kali","['tetapi', 'saya', 'tetap', 'terima', 'tekan', 'apabila', 'dengar', 'tengkar', 'marah', 'atas', 'sala', 'kecil', 'kal', 'kali']",symptom
 Saya rasa sedih,"['saya', 'rasa', 'sedih']",symptom
 Sangat sedih,"['sangat', 'sedih']",symptom
 Bagi saya punca utama terjadinya kemurungan ini adalah pada waktu saya sedang sarat mengandung suami saya selalu mencari peluang untuk bermesej dengan kawan kawan perempuannya,"['bagi', 'saya', 'punca', 'utama', 'jadi', 'murung', 'ini', 'ada', 'pada', 'waktu', 'saya', 'sedang', 'sarat', 'kandung', 'suami', 'saya', 'selalu', 'cari', 'peluang', 'untuk', 'bermesej', 'deng', 'ka', 'ka', 'perempuan']",risk factor
 Sejak awal perkahwinan lagi saya telah memaafkan beliau kerana saya yakin satu hati nanti dia pasti berubah menjadi seorang lelaki yg soleh,"['sejak', 'awal', 'perkahwin', 'lagi', 'saya', 'te', 'memuefa', 'beliau', 'rana', 'saya', 'yakin', 'satu', 'hati', 'nanti', 'dia', 'pasti', 'rubah', 'jadi', 'orang', 'lelaki', 'yang', 'oleh']",non-deppressive
Namun sehingga saya melahirkan anak dia masih melakukan perkara yang sama,"['namun', 'sehingga', 'saya', 'lahir', 'anak', 'dia', 'masih', 'laku', 'perkara', 'yang', 'sama']",risk factor
 Pada satu tahap diri saya hilang kawalan dan menjerit seperti orang gila,"['pada', 'satu', 'tahap', 'diri', 'saya', 'hilang', 'kawal', 'dan', 'jerit', 'seperti', 'orang', 'gila']",symptom
 Perasaan sedih seakan akan tidak dapat dibendung lagi,"['asa', 'sedih', 'sea', 'akan', 'tidak', 'dapat', 'bendung', 'lagi']",symptom
 Saya meminta suami saya untuk menceraikan saya namun dia masih sayangkan saya,"['saya', 'minta', 'suami', 'saya', 'untuk', 'cerai', 'saya', 'namun', 'dia', 'masih', 'sayang', 'saya']",symptom
 Namun hati ini telah parah,"['namun', 'hati', 'ini', 'te', 'parah']",symptom
 Terasa seperti ditikam berkali kali,"['asa', 'seperti', 'tikam', 'kal', 'kali']",symptom
Sehinggalah pada saat ini suami saya telah berubah ke arah kebaikan namun kini saya tidak dapat mengawal perasaan saya apabila saya berhadapan dengan situasi pertengkaran,"['sehingga', 'pada', 'saat', 'ini', 'suami', 'saya', 'te', 'rubah', 'ke', 'arah', 'kebai', 'namun', 'kini', 'saya', 'tidak', 'dapat', 'awal', 'asa', 'saya', 'apabila', 'saya', 'hadap', 'deng', 'situasi', 'tengkar']",symptom
 Saya hilang,"['saya', 'hilang']",symptom
 Saya hilang darpada dunia seorang ibu dan isteri,"['saya', 'hilang', 'daripada', 'dunia', 'orang', 'ibu', 'dan', 'isteri']",symptom
 Apa yg saya rasa kini hanyalah tekanan kuat dalam diri,"['apa', 'yang', 'saya', 'rasa', 'kini', 'ha', 'tekan', 'kuat', 'dalam', 'diri']",symptom
 Hilang keyakinan dan selalu bersedih,"['hilang', 'yakin', 'dan', 'selalu', 'sedih']",symptom
 Kini suami selalu memberi semangat,"['kini', 'suami', 'selalu', 'beri', 'semangat']",non-deppressive
 Tapi dalam memberi semangat itu terkadang terkeluar kemarahan dan ego nya sebagai seorang lelaki,"['tetapi', 'dalam', 'beri', 'semangat', 'itu', 'terkadang', 'keluar', 'marah', 'dan', 'ego', 'bagai', 'orang', 'lelaki']",risk factor
 Dan saya akan terus bersedih merasakan tiada guna nya lagi menjadi seorang isteri,"['dan', 'saya', 'akan', 'terus', 'sedih', 'rasa', 'tiada', 'guna', 'lagi', 'jadi', 'orang', 'isteri']",symptom
 Saya menangis sekuat hati sehingga sakit segala isi,"['saya', 'menang', 'kuat', 'hati', 'sehingga', 'sakit', 'segala', 'isi']",symptom
 Menggigil tubuh ini menahankan emosi,"['gigil', 'tubuh', 'ini', 'tahan', 'emosi']",symptom
 Kuatnya ujian ini bagi saya,"['kuat', 'uji', 'ini', 'bagi', 'saya']",non-deppressive
Saya tahu,"['saya', 'tahu']",non-deppressive
 Saya perlu suburkan hati dengan kesyukuran,"['saya', 'perlu', 'subur', 'hati', 'deng', 'syukur']",non-deppressive
 Namun setiap kali saya mengalami tekanan tersebut saya akan hilang,"['namun', 'tiap', 'kali', 'saya', 'alami', 'tekan', 'sebut', 'saya', 'akan', 'hilang']",symptom
 Saya tergamam memikirkan pengorbanan saya melahirkan dan memaafkan disiakan begitu sahaja,"['saya', 'gama', 'memfikir', 'korban', 'saya', 'lahir', 'dan', 'memuefa', 'sia', 'begitu', 'sahaja']",risk factor
 Kini suami telah menjadi semakin baik dan saya sedang melawan perasaan untuk melupakan segala keburukan,"['kini', 'suami', 'te', 'jadi', 'makin', 'baik', 'dan', 'saya', 'sedang', 'mela', 'asa', 'untuk', 'lupa', 'segala', 'keburu']",non-deppressive
  Saya tahu Allah adalah tempat untuk mengadu,"['saya', 'tahu', 'allah', 'ada', 'tempat', 'untuk', 'adu']",non-deppressive
 Saya tahu Allah sahaja yang mampu memulihkan hati saya,"['saya', 'tahu', 'allah', 'sahaja', 'yang', 'mampu', 'pulih', 'hati', 'saya']",non-deppressive
 Saya perlu usaha lebih lagi untuk keluar daripada kemurungan ini,"['saya', 'perlu', 'usaha', 'lebih', 'lagi', 'untuk', 'keluar', 'daripada', 'murung', 'ini']",non-deppressive
Saya manusia yang penuh dengan kesilapan,"['saya', 'manusia', 'yang', 'penuh', 'deng', 'silap']",non-deppressive
 Saya ingin kembali menjadi seorang isteri yang solehah yang sentiasa mendoakan suaminya,"['saya', 'ingin', 'kembali', 'jadi', 'orang', 'isteri', 'yang', 'solehah', 'yang', 'sentiasa', 'mendoa', 'suami']",non-deppressive
 Saya rasa berdosa,"['saya', 'rasa', 'dosa']",non-deppressive
 Saya rasa jahat dan kejam kerana dengan keadaan kemurungan ini telah memberi kesan yang tidak baik terhadap orang sekeliling terutamanya keluarga terdekat,"['saya', 'rasa', 'jahat', 'dan', 'kejam', 'rana', 'deng', 'ada', 'murung', 'ini', 'te', 'beri', 'kes', 'yang', 'tidak', 'baik', 'hadap', 'orang', 'keliling', 'terutama', 'keluarga', 'dekat']",symptom
"Saya cemburu melihat isteri solehah yg meletakkan niqab di atas mukanya,berjalan penuh keyakinan","['saya', 'cemburu', 'lihat', 'isteri', 'solehah', 'yang', 'letak', 'niqab', 'di', 'atas', 'muka', 'jal', 'penuh', 'yakin']",non-deppressive
 Tak mengharapkan apa apa daripada manusia,"['tidak', 'harap', 'apa', 'apa', 'daripada', 'manusia']",non-deppressive
 Hanya Allah tempat bergantung semata mata,"['ha', 'allah', 'tempat', 'gantung', 'semata', 'mata']",non-deppressive
 Saya cemburu melihat kekuatan seorang wanita yang bergelar suri rumah,"['saya', 'cemburu', 'lihat', 'kuat', 'orang', 'wan', 'yang', 'gelar', 'suri', 'rumah']",non-deppressive
 Saya cemburu melihat kebahagiaan rumah tangga,"['saya', 'cemburu', 'lihat', 'bahagia', 'rumah', 'tangga']",non-deppressive
Kini saya ingin bangun melawan segala hasutan syaitan,"['kini', 'saya', 'ingin', 'bangun', 'mela', 'segala', 'hasut', 'syait']",non-deppressive
 Kini saya ingin keluar daripada segala kemurungan dan ingin menjadi seorang isteri solehah yg sentiasa memaafkan dan memberi pedoman,"['kini', 'saya', 'ingin', 'keluar', 'daripada', 'segala', 'murung', 'dan', 'ingin', 'jadi', 'orang', 'isteri', 'solehah', 'yang', 'sentiasa', 'memuefa', 'dan', 'beri', 'pedom']",non-deppressive
 Saya tahu ramai yang mengalami situasi ini tapi,"['saya', 'tahu', 'ramai', 'yang', 'alami', 'situasi', 'ini', 'tetapi']",non-deppressive
